W_recall,W_precision,W_f1score,W_accuracy,W_baccuracy,N_recall,N_precision,N_f1score,N_accuracy,N_baccuracy,R_recall,R_precision,R_f1score,R_accuracy,R_baccuracy
0.929577464788732,0.92129963898917,0.925420041097546,0.942859788849787,0.940312684490175,0.942959641255605,0.931761786600496,0.937327271106356,0.934895350990924,0.934623607723342,0.85972850678733,0.949050949050949,0.902184235517569,0.980922393035747,0.927233488924461
0.875867386276022,0.996928477402369,0.932485122101375,0.908594184108168,0.934452260777268,0.986935028248588,0.742758437416955,0.847611827141774,0.90692720874236,0.932709291678901,0.815217391304348,0.757575757575758,0.785340314136126,0.992406001111317,0.905347531152457
0.898087569199799,0.964073473797947,0.929911412193851,0.950171343891822,0.939297338754963,0.974673334408776,0.939657853810264,0.956845355926835,0.949523015652496,0.945144409701125,0.926282051282051,0.869172932330827,0.896819239720714,0.987681763452811,0.958865000869572
0.917301976999612,0.952885906040268,0.934755415103035,0.908223745137989,0.901279298405004,0.85581727337616,0.843178621659634,0.849450938717676,0.921281718836822,0.900019692215844,0.735408560311284,0.375,0.496714848883049,0.964530468605297,0.852762623766305
0.970588235294118,0.860976518822214,0.912502468891961,0.917947768105205,0.923518695321786,0.856515093618647,0.965955613014437,0.907949367088608,0.915817744026672,0.914059128405298,0.876865671641791,0.891276864728192,0.884012539184953,0.982867197629191,0.934130254271966
0.972446555819477,0.830089213300892,0.895646466856268,0.91165030561215,0.922622792178105,0.847526772055074,0.977647058823529,0.907948647910407,0.90637155028709,0.912166234450731,0.885106382978723,0.814621409921671,0.848402447314752,0.979348027412484,0.935518613068674
0.890706806282722,0.930598290598291,0.910215682996154,0.95026856825338,0.932243095727256,0.960382513661202,0.946872193953906,0.953579502637528,0.942952398592332,0.938029736640577,0.920277296360485,0.891687657430731,0.905756929637527,0.979533246897574,0.95345055195461
0.966403162055336,0.965669147804952,0.966036015500342,0.958603445082423,0.956424329842834,0.940601697094369,0.933163265306122,0.936867716737098,0.954343396925357,0.951340072747503,0.824773413897281,0.925423728813559,0.87220447284345,0.992591220596407,0.91133578500348
0.908759124087591,0.959845807902345,0.933604124355569,0.960640859418411,0.946057325026485,0.987466427931961,0.956634865568083,0.971806167400881,0.964437858862752,0.95711212021598,0.850247524752475,0.895697522816167,0.872380952380952,0.981385441748472,0.921119758372234
0.940514993481095,0.983637293335606,0.961592935099558,0.957306908686794,0.959961486444537,0.97388144446968,0.937062937062937,0.955117496380443,0.962678273754399,0.964423130366193,0.903474903474903,0.659154929577465,0.762214983713355,0.986478977588442,0.945996869139482
0.960076348019723,0.963755388791314,0.961912350597609,0.95573254306353,0.95487745576557,0.943340494092374,0.917232375979112,0.93010325655282,0.951102055936284,0.949264253266147,0.869123252858958,0.970212765957447,0.916890080428954,0.98851639192443,0.933512780160375
0.941838649155722,0.905320108205591,0.923218390804598,0.937981617305728,0.938646387740609,0.941259982253771,0.93726806856335,0.939259783956083,0.936310463281032,0.936070022279534,0.761467889908257,0.982248520710059,0.857881136950904,0.979574784142605,0.88012782312364
0.972453318543169,0.941134371086062,0.956537552282233,0.955617455896007,0.955542085498035,0.932137454073914,0.952097130242826,0.942011575843617,0.950696378830084,0.948406347092305,0.861035422343324,0.970814132104455,0.912635379061372,0.988765088207985,0.929571118903826
0.894181403308614,0.931095931095931,0.912265386294195,0.944156325245416,0.931182857441471,0.962485728266188,0.933554817275748,0.947799550273049,0.939803667345805,0.936246078189233,0.901808785529716,0.943243243243243,0.922060766182299,0.98360807556955,0.947635740694712
0.962288477034649,0.98320434711016,0.972633979475485,0.968880244512365,0.970037966740321,0.970804839558127,0.934430379746835,0.952270381836945,0.96573122163564,0.966889196047827,0.941772151898734,0.961240310077519,0.951406649616368,0.992961007687321,0.969387125214881
0.788346613545817,0.957073760580411,0.864554888039323,0.908131135395444,0.883704418539349,0.965267459138187,0.846830699038618,0.902178630327229,0.89562882015188,0.895821760599755,0.877682403433476,0.906873614190687,0.892039258451472,0.97249490646416,0.932139074057164
0.936092759875961,0.984822695035461,0.959839635031451,0.946193739581404,0.952222659145315,0.967441860465116,0.855497669317247,0.908032596041909,0.941470642711613,0.948926264974404,0.506410256410256,0.782178217821782,0.614785992217899,0.990831635488053,0.75217148791195
0.716639963378347,0.969650046454011,0.824164253750987,0.876273383959993,0.850698267581225,0.968819188191882,0.807225211375865,0.880670859538784,0.868216336358585,0.867823502612118,0.906838453914767,0.859962406015038,0.882778581765557,0.977495832561585,0.945808643649589
0.913453933730362,0.944558912019611,0.926516451137308,0.936624075672556,0.932948966967795,0.943239790675535,0.908823832486443,0.923712829189891,0.933788227940118,0.933281936067045,0.845751128838231,0.855857497909197,0.843139378222626,0.983444025562413,0.918673015013299
0.0154020311946758,0.00997317338156567,0.00865923146018764,0.00578193291803906,0.00673863231858717,0.0101532552702404,0.0144355508646281,0.00824506810467874,0.00607191206190423,0.00596127108407931,0.0230271798626947,0.0337089792414736,0.0265350158721031,0.0017225225389234,0.0114698925284186
