W_recall,W_precision,W_f1score,W_accuracy,W_baccuracy,N_recall,N_precision,N_f1score,N_accuracy,N_baccuracy,R_recall,R_precision,R_f1score,R_accuracy,R_baccuracy
0.953494155682666,0.98788971914455,0.970387243735763,0.962857142857143,0.966435537692145,0.974619289340102,0.915077989601387,0.94391061452514,0.96015873015873,0.963598055025725,0.883928571428571,0.891891891891892,0.887892376681614,0.996031746031746,0.940994667097608
0.900429184549356,0.942497753818509,0.920983318700615,0.966666666666667,0.942658511991325,0.965262582056893,0.951469398759774,0.958316361167685,0.943148148148148,0.93102578644129,0.870466321243523,0.8719723183391,0.871218668971478,0.972407407407407,0.92755840434713
0.98651927743327,0.962641410155222,0.974434087882823,0.964444444444444,0.951272648769858,0.905135951661631,0.967075532601679,0.935081148564295,0.961481481481481,0.94575889705912,0.944444444444444,0.68,0.790697674418605,0.996666666666667,0.970730797912006
0.961656441717791,0.881236823612087,0.91969196919692,0.959444444444444,0.960198338046396,0.941961694718514,0.951906158357771,0.946907817969662,0.932592592592593,0.929015647768674,0.8,0.91710758377425,0.85456039441249,0.967222222222222,0.895052631578947
0.989397590361446,0.969997637609261,0.979601574615293,0.968333333333333,0.943898795180723,0.891020052310375,0.924886877828054,0.907637655417407,0.961481481481481,0.935752208144372,0.592233009708738,0.983870967741935,0.739393939393939,0.992037037037037,0.796022111801698
0.910457963089542,0.957584471603163,0.933426769446391,0.964814814814815,0.947735966558741,0.980623675446564,0.889590771765998,0.932891705069124,0.913703703703704,0.894460621700392,0.542586750788643,0.934782608695652,0.686626746506986,0.941851851851852,0.768775540732131
0.988152804642166,0.983634175691937,0.985888312628151,0.978333333333333,0.967177668143868,0.942004971002485,0.953059513830679,0.9475,0.976666666666667,0.964324689174031,0.56140350877193,0.615384615384615,0.587155963302752,0.991666666666667,0.778830146674941
0.95364238410596,0.864,0.906610703043022,0.950555555555556,0.951579915141325,0.94327251995439,0.960522496371553,0.951819358550266,0.937962962962963,0.935695456594531,0.844277673545966,0.989010989010989,0.910931174089069,0.983703703703704,0.921625173325274
0.988116197183099,0.980135341628465,0.984109589041096,0.973148148148148,0.940903892984073,0.884093711467324,0.931168831168831,0.907020872865275,0.972777777777778,0.936272177154451,1,0.918367346938776,0.957446808510638,0.999259259259259,0.999626517273576
0.957534246575342,0.917322834645669,0.936997319034853,0.965185185185185,0.962777275571935,0.963630987581313,0.95768439612107,0.960648489314665,0.950555555555556,0.946136603800567,0.831541218637993,0.980972515856237,0.900096993210475,0.980925925925926,0.914841241289257
0.444532908704883,0.688450472667489,0.540235445895823,0.472037037037037,0.490036062195579,0.365479115479115,0.367965367965368,0.366718027734977,0.619444444444444,0.547267659542315,0,0,0,0.749259259259259,0.374907338769459
0.921858500527983,0.916054564533054,0.918947368421053,0.942962962962963,0.938111224023261,0.933132731527917,0.951585407432663,0.942268737339635,0.936666666666667,0.93709355546923,0.947572815533981,0.869875222816399,0.907063197026022,0.981481481481482,0.96631455515696
0.933585785027673,0.956430916144435,0.944870283018868,0.930740740740741,0.929680538675504,0.915971062882582,0.885422270037655,0.900437636761488,0.932592592592593,0.92842683035886,0.805882352941176,0.721052631578947,0.761111111111111,0.984074074074074,0.89787425486447
0.957336108220604,0.963855421686747,0.960584703732707,0.972037037037037,0.968748560148255,0.972194637537239,0.966436327739388,0.969306930693069,0.965555555555556,0.964659739953992,0.892778993435449,0.902654867256637,0.897689768976898,0.982777777777778,0.941938758299759
0.980981256890849,0.974801424267324,0.977881577139717,0.970185185185185,0.964531260499601,0.935584740462789,0.953473550031867,0.944444444444444,0.967407407407407,0.958189634109321,0.919075144508671,0.883333333333333,0.900849858356941,0.993518518518518,0.957528771795181
0.938869665513264,0.780441035474593,0.852356020942408,0.947777777777778,0.944175622520585,0.938568243745355,0.979322822434738,0.958512522135087,0.939259259259259,0.939937093259325,0.931451612903226,0.94672131147541,0.939024390243902,0.988888888888889,0.963074909224859
0.94018691588785,0.993089832181639,0.965914546327412,0.947407407407407,0.957593457943925,0.96504854368932,0.805510534846029,0.878091872791519,0.948888888888889,0.955064317611251,0.788888888888889,0.62280701754386,0.696078431372549,0.988518518518518,0.890395480225989
0.862241703193488,0.941860465116279,0.900294213795358,0.943518518518519,0.919945463745048,0.972594578492702,0.936334958416977,0.954120397428404,0.941851851851852,0.931965424341799,0.903587443946188,0.893569844789357,0.898550724637681,0.983148148148148,0.946949151928686
0.955066344993969,0.963199513381995,0.959115687462144,0.95,0.94850246232424,0.933612127548353,0.922520661157025,0.928033255391011,0.948703703703704,0.945297603779912,0.888888888888889,0.863636363636364,0.876080691642651,0.992037037037037,0.942149550583286
0.945168295331162,0.852595494613124,0.896498455200824,0.925555555555556,0.930285103258611,0.901452937460518,0.948172757475083,0.924222797927461,0.913333333333333,0.915811517969292,0.808673469387755,0.910919540229885,0.856756756756757,0.98037037037037,0.901241686770555
0.960723368183103,0.945757997218359,0.95318194561256,0.938148148148148,0.927970496557967,0.888517279821628,0.924057971014493,0.90593918726911,0.938703703703704,0.926094469084413,0.91044776119403,0.7625,0.829931972789116,0.99537037037037,0.953442519261931
0.383812010443864,0.524064171122995,0.443104747550867,0.589444444444444,0.562795753771255,0.686399400524541,0.516784203102962,0.589636305117477,0.527777777777778,0.529578316153885,0.046189376443418,0.116279069767442,0.0661157024793388,0.89537037037037,0.507793701710737
0.936741214057508,0.874440799284223,0.90451951257134,0.88537037037037,0.875639329495714,0.80184331797235,0.916271721958926,0.855246989432293,0.890925925925926,0.8763086558902,0.67,0.452702702702703,0.540322580645161,0.978888888888889,0.827358490566038
0.835789473684211,0.799865681665547,0.817433081674674,0.901481481481481,0.880410460112546,0.912210466113812,0.925442413693066,0.918778801843318,0.895555555555556,0.888580272468362,0.868200836820084,0.894396551724138,0.881104033970276,0.979259259259259,0.929122767048806
0.904037610619469,0.986718985813462,0.943570500793765,0.927592592592593,0.939686966744712,0.969767441860465,0.829438090502238,0.894130259983919,0.926851851851852,0.938280460060667,0.9375,0.789473684210526,0.857142857142857,0.996296296296296,0.967250749625187
0.673863636363636,0.891729323308271,0.767637540453074,0.933518518518519,0.828967216411907,0.973202782787941,0.924828599412341,0.948399246704331,0.923888888888889,0.885548066838342,0.918622848200313,0.901689708141321,0.910077519379845,0.978518518518519,0.952590147057518
0.914285714285714,0.953045344781325,0.933263268523384,0.905925925925926,0.899387081565299,0.885673959068454,0.788812067881835,0.834441489361702,0.907777777777778,0.90065771767131,0.63265306122449,0.75609756097561,0.688888888888889,0.98962962962963,0.81444044988799
