W_recall,W_precision,W_f1score,W_accuracy,W_baccuracy,N_recall,N_precision,N_f1score,N_accuracy,N_baccuracy,R_recall,R_precision,R_f1score,R_accuracy,R_baccuracy
0.826372025254978,0.625551470588235,0.71207365557648,0.745137988516392,0.76071595274725,0.676591928251121,0.85455369279565,0.755230753829212,0.773569179477681,0.776837032477083,0.613574660633484,0.718220338983051,0.661786237188873,0.935821448416373,0.793066088183244
0.537779491133385,0.634090909090909,0.5819774718398,0.443230227819967,0.368525024081281,0.199858757062147,0.137245392822502,0.162737205290397,0.460640859418411,0.37660525098902,0.16304347826087,0.405405405405405,0.232558139534884,0.981663270976107,0.579449005005694
0.598892803220936,0.270055599682288,0.372253069523735,0.256552746133185,0.32802620521592,0.0624294241006614,0.196147997972631,0.0947136563876652,0.314809669352598,0.358748422359161,0.0016025641025641,0.0909090909090909,0.0031496062992126,0.941372603500973,0.500309784951115
0.96524098720765,0.927489446237894,0.945988729183816,0.921003889609187,0.88716446222102,0.797287651677373,0.884752475247525,0.838746010887929,0.920448231153917,0.880447227539537,0.782101167315175,0.917808219178082,0.84453781512605,0.993146879051676,0.890196774721054
0.926470588235294,0.795598051596608,0.856061341356886,0.86265975180589,0.869412836350174,0.789453572793275,0.925834640376428,0.852222336805197,0.867290238933136,0.864981998474279,0.853233830845771,0.866161616161616,0.859649122807018,0.979255417669939,0.92131373351374
0.949881235154394,0.777259475218659,0.854943880277926,0.874328579366549,0.887964296994319,0.808771035186129,0.955038137294259,0.87583985273815,0.875069457306909,0.881598132038639,0.839716312056738,0.882265275707899,0.86046511627907,0.982218929431376,0.915944552540803
0.192735602094241,0.0729502105523904,0.105840071877808,0.0783478421929987,0.112965579398967,0.0368852459016393,0.0892725936811168,0.0522019334049409,0.182811631783664,0.224024570694288,0,0,0,0.892943137618077,0.499896308585649
0.873973852234722,0.824465796644199,0.848498265810641,0.809872198555288,0.791963229434896,0.690151709951144,0.878847413228553,0.773152815785683,0.854139655491758,0.818299186861518,0.794561933534743,0.341115434500649,0.477313974591652,0.946656788294129,0.873014223670018
0.387165450121654,0.151008303677343,0.217272572111282,0.150583441378033,0.217084722397711,0.0396896448821247,0.112521150592217,0.0586807853518641,0.209668457121689,0.263741306816062,0,0,0,0.924800889053528,0.4997997997998
0.282757496740548,0.289070309896701,0.285879057505355,0.19725875162067,0.183742540734066,0.0794912559618442,0.072977481234362,0.0760952277421459,0.212909798110761,0.192130303508678,0,NaN,0,0.976014076680867,0.5
0.262128201049785,0.282191780821918,0.271790220169869,0.182163363585849,0.166422114269074,0.0725026852846402,0.054788961038961,0.0624133148404993,0.248749768475644,0.207017528675682,0.00127064803049555,0.0333333333333333,0.00244798041615667,0.924523059825894,0.499186917262676
0.174249530956848,0.126382037761524,0.146504978803115,0.196267756011512,0.192472852154312,0.225022182786158,0.260530100678036,0.241477813749762,0.260421502181784,0.262141153698375,0.0114678899082569,0.4,0.0222965440356745,0.918577662241203,0.504976292666019
0.895729339988907,0.82174355495251,0.857142857142857,0.850046425255339,0.849841913046123,0.791225416036309,0.944043321299639,0.860905349794239,0.890157845868152,0.877950328073502,0.735694822888283,0.542168674698795,0.624277456647399,0.939647168059424,0.845129197016083
0.0758699372504278,0.0394893111638955,0.0519429798867409,0.100759399888868,0.0942981063103483,0.130321317892677,0.19670113244707,0.156774256842931,0.204019262826449,0.215578486244388,0,NaN,0,0.892480088905353,0.5
0.95423045930701,0.930828486087093,0.942384211363998,0.932944336389738,0.929205821988,0.888479747501315,0.917436175991309,0.902725815072154,0.932573863110123,0.922510066745654,0.869620253164557,0.911140583554377,0.889896373056995,0.984254885616375,0.931462469941927
0.200448207171315,0.11183662128369,0.143570536828964,0.110576032598629,0.128902959380408,0.0416047548291233,0.0625,0.0499553969669938,0.210964993517318,0.210495764928415,0,0,0,0.869049824041489,0.499148936170213
0.877039234191722,0.914522704906509,0.89538885065382,0.859233191331728,0.848605390535672,0.816124031007752,0.863517060367454,0.839151920930974,0.90655676977218,0.880596017880741,0.615384615384615,0.150706436420722,0.242118537200504,0.944341544730506,0.782274153210068
0.6152437628748,0.381060391267366,0.470629431848026,0.439988886830895,0.468066740669007,0.351291512915129,0.533931575995513,0.423770309370131,0.520466753102426,0.52112734812733,0.144697720515362,0.820224719101124,0.245998315080034,0.9171142804223,0.570714372567416
0.588678233566034,0.498644136746096,0.53111901009784,0.500608600493929,0.504743374884919,0.416510104112253,0.496702183503513,0.448710819766159,0.546959329833589,0.540823895896242,0.356998327591162,NaN,0.331471956570196,0.941326775251977,0.672549033878084
0.0749849941041186,0.076827503473596,0.0763789988145589,0.0786843929263402,0.0766528083560853,0.0796800906459316,0.0891359044613149,0.0845720826746861,0.0727078738165017,0.0704318899252217,0.0875312377796533,NaN,0.0830750730238746,0.00826825274167745,0.0426068243909706
